"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"ADP",0
"AFA",0
"BEF",0
"BGL",0
"BHD",3
"BIF",0
"CLP",0
"COP",0
"DJF",0
"ECS",0
"ESP",0
"EUR3",3
"GNF",0
"GRD",0
"HUF",0
"IDR",0
"IQD",3
"ITL",0
"JOD",3
"JPY",0
"KMF",0
"KRW",0
"KWD",3
"LAK",0
"LUF",0
"LYD",3
"MGF",0
"MZM",0
"OMR",3
"PKT",3
"PTE",0
"PYG",0
"ROL",0
"RUR",0
"RWF",0
"TJLP",5
"TJR",0
"TMM",0
"TND",3
"TPE",0
"TRL",0
"TWD",0
"USDN",5
"VND",0
"VUV",0
"XAF",0
"XOF",0
