"506","EURO","DEM","NLG","81999898","1","1","","00000000"
"104","M","IEP","ITL","80009898","1","1","EURO","00000000"
"513","EURX","ZAR","DEM","81999898","1","1","","00000000"
"506","EURO","ESP","BEF","81999898","100","1","","00000000"
"104","M","ITL","FIM","80009898","100","1","EURO","00000000"
"513","P","EUR","DEM","81999898","1","1","EURO","00000000"
"506","EURO","ESP","NLG","81999898","100","1","","00000000"
"104","M","ITL","IEP","80009898","1","1","EURO","00000000"
"506","EURO","EUR","BEF","81999898","1","1","","00000000"
"513","P","JPY","DEM","81999898","100","1","","00000000"
"104","M","JPY","FIM","80009898","100","1","EURX","00000000"
"506","EURO","EUR","ESP","81999898","1","1","","00000000"
"104","M","JPY","IEP","80009898","1","1","EURX","00000000"
"513","P","USD","DEM","81999898","1","1","","00000000"
"506","EURO","EUR","NLG","81999898","1","1","","00000000"
"516","B","ATS","DEM","81999898","1","1","","00000000"
"104","M","JPY","ITL","80009898","100","1","EURX","00000000"
"506","EURO","FIM","BEF","81999898","1","1","","00000000"
"516","B","BEF","DEM","81999898","1","1","","00000000"
"104","M","LUF","FIM","80009898","1","1","EURO","00000000"
"506","EURO","FIM","ESP","81999898","1","1","","00000000"
"516","B","CAD","DEM","81999898","1","1","","00000000"
"104","M","LUF","IEP","80009898","1","1","EURO","00000000"
"506","EURO","FIM","NLG","81999898","1","1","","00000000"
"516","B","CHF","DEM","81999898","1","1","","00000000"
"104","M","LUF","ITL","80009898","1","1","EURO","00000000"
"506","EURO","FRF","BEF","81999898","1","1","","00000000"
"516","B","DEM","DEM","81999898","1","1","","00000000"
"506","EURO","FRF","ESP","81999898","1","1","","00000000"
"104","M","NLG","FIM","80009898","1","1","EURO","00000000"
"516","B","FIM","DEM","81999898","1","1","","00000000"
"506","EURO","FRF","NLG","81999898","1","1","","00000000"
"104","M","NLG","IEP","80009898","1","1","EURO","00000000"
"516","B","FRF","DEM","81999898","1","1","","00000000"
"506","EURO","IEP","BEF","81999898","1","1","","00000000"
"104","M","NLG","ITL","80009898","1","1","EURO","00000000"
"516","B","GBP","DEM","81999898","1","1","","00000000"
"506","EURO","IEP","ESP","81999898","1","1","","00000000"
"104","M","NOK","FIM","80009898","1","1","EURX","00000000"
"104","M","NOK","IEP","80009898","1","1","EURX","00000000"
"104","M","NOK","ITL","80009898","1","1","EURX","00000000"
"516","B","JPY","DEM","81999898","100","1","","00000000"
"506","EURO","IEP","NLG","81999898","1","1","","00000000"
"104","M","PTE","FIM","80009898","100","1","EURO","00000000"
"506","EURO","ITL","BEF","81999898","1000","1","","00000000"
"516","B","NLG","DEM","81999898","1","1","","00000000"
"104","M","PTE","IEP","80009898","1","1","EURO","00000000"
"506","EURO","ITL","ESP","81999898","1000","1","","00000000"
"516","B","NOK","DEM","81999898","1","1","","00000000"
"104","M","PTE","ITL","80009898","1","1","EURO","00000000"
"506","EURO","ITL","NLG","81999898","1000","1","","00000000"
"516","B","RUB","DEM","81999898","1","1","","00000000"
"104","M","SEK","FIM","80009898","1","1","EURX","00000000"
"506","EURO","LUF","BEF","81999898","100","1","","00000000"
"104","M","SEK","IEP","80009898","1","1","EURX","00000000"
"506","EURO","LUF","ESP","81999898","1","1","","00000000"
"516","B","RUR","DEM","81999898","1","1","","00000000"
"104","M","SEK","ITL","80009898","1","1","EURX","00000000"
"506","EURO","LUF","NLG","81999898","100","1","","00000000"
"516","B","SEK","DEM","81999898","1","1","","00000000"
"104","M","USD","FIM","80009898","1","1","EURX","00000000"
"506","EURO","NLG","BEF","81999898","1","1","","00000000"
"516","B","USD","DEM","81999898","1","1","","00000000"
"104","M","USD","IEP","80009898","1","1","EURX","00000000"
"506","EURO","NLG","ESP","81999898","1","1","","00000000"
"516","B","ZAR","DEM","81999898","1","1","","00000000"
"104","M","USD","ITL","80009898","1","1","EURX","00000000"
"506","EURO","PTE","BEF","81999898","100","1","","00000000"
"516","G","ATS","DEM","81999898","1","1","","00000000"
"105","M","ATS","FIM","80009898","1","1","EURO","00000000"
